1765992513.7984004,2025-12-17 20:28:33.798,23.60694,1,1001001,1001001,1001001,2002001,1001001,0,0,0,2,2217,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0,0
1765992514.0348034,2025-12-17 20:28:34.034,23.60694,0,1001001,1001001,1001001,2002001,1001001,0,0,0,2,2217,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0,0
1765992520.3779297,2025-12-17 20:28:40.377,23.60694,0,1001001,1001001,1001001,2002001,1001001,0,0,0,2,2219,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0,0
1765992521.9062383,2025-12-17 20:28:41.906,23.60694,1,1001001,1001001,1001001,2002001,1001001,0,0,0,2,2219,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0,0
1765992574.398223,2025-12-17 20:29:34.398,23.60694,1,1001001,1001001,1001001,1002002,1001001,1001,0,0,2,2237,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992575.5212116,2025-12-17 20:29:35.521,23.60694,0,1001001,1001001,1001001,1002002,1001001,1001,0,0,2,2237,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992577.4069467,2025-12-17 20:29:37.406,23.60694,1,1001001,1001001,1001001,1002002,1001001,1001,0,0,2,2238,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992581.0917864,2025-12-17 20:29:41.091,23.60694,0,1001001,1001001,1001001,1002002,1001001,1001,0,0,2,2239,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992583.6868987,2025-12-17 20:29:43.686,23.60694,0,1001001,1001001,1001001,1002002,1001001,1001,0,0,2,2239,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992634.8743114,2025-12-17 20:30:34.874,23.60694,1,1001001,1001001,1001001,1001001,1002001,1001,0,0,2,2257,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992637.561326,2025-12-17 20:30:37.561,23.60694,0,1001001,1001001,1001001,1001001,1002001,1001,0,0,2,2258,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992639.4288306,2025-12-17 20:30:39.428,23.60694,1,1001001,1001001,1001001,1001001,1002001,1001,0,0,2,2259,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992641.5793545,2025-12-17 20:30:41.579,23.60694,0,1001001,1001001,1001001,1001001,1002001,1001,0,0,2,2259,23023024,23023024,23023024,23023024,23023024,23023,0,0,0,0,0,0,0,0,0,0,0
1765992695.3287377,2025-12-17 20:31:35.328,23.60694,1,1001001,1001002,1001001,1001001,1001001,1001,0,0,2,2277,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992696.3341627,2025-12-17 20:31:36.334,23.60694,0,1001001,1001002,1001001,1001001,1001001,1001,0,0,2,2277,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992698.2635198,2025-12-17 20:31:38.263,23.60694,1,1001001,1001002,1001001,1001001,1001001,1001,0,0,2,2278,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992701.9404595,2025-12-17 20:31:41.940,23.60694,0,1001001,1001002,1001001,1001001,1001001,1001,0,0,2,2279,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992704.5143604,2025-12-17 20:31:44.514,23.60694,0,1001001,1001002,1001001,1001001,1001001,1001,0,0,2,2279,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992755.6946926,2025-12-17 20:32:35.694,23.65704,1,1001001,1001001,1002001,1001001,1001001,2001001,0,0,2,2298,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992758.0041392,2025-12-17 20:32:38.004,23.65704,0,1001001,1001001,1002001,1001001,1001001,2001001,0,0,2,2298,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992760.0734441,2025-12-17 20:32:40.073,23.65704,1,1001001,1001001,1002001,1001001,1001001,2001001,0,0,2,2299,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
1765992762.2395291,2025-12-17 20:32:42.239,23.65704,0,1001001,1001001,1002001,1001001,1001001,2001001,0,0,2,2299,23023024,23023024,23023024,23023024,23023024,23023024,0,0,0,0,0,0,0,0,0,0,0
